time,Height_m,Site_number
13-Mar-2000 18:00:00,1.391510205,120001A
13-Mar-2000 19:00:00,1.383749979,120001A
13-Mar-2000 20:00:00,1.37472151,120001A
13-Mar-2000 21:00:00,1.37099763,120001A
13-Mar-2000 22:00:00,1.370176681,120001A
13-Mar-2000 23:00:00,1.367011832,120001A
14-Mar-2000 0:00:00,1.360301107,120001A
14-Mar-2000 1:00:00,1.353334166,120001A
14-Mar-2000 2:00:00,1.346588052,120001A
14-Mar-2000 3:00:00,1.340597461,120001A
14-Mar-2000 4:00:00,1.335194986,120001A
14-Mar-2000 5:00:00,1.329790741,120001A
14-Mar-2000 6:00:00,1.324497678,120001A
14-Mar-2000 7:00:00,1.3194804,120001A
14-Mar-2000 8:00:00,1.314634994,120001A
14-Mar-2000 9:00:00,1.309826259,120001A
14-Mar-2000 10:00:00,1.305032979,120001A
14-Mar-2000 11:00:00,1.300227717,120001A
14-Mar-2000 12:00:00,1.295410527,120001A
14-Mar-2000 13:00:00,1.290581253,120001A
14-Mar-2000 14:00:00,1.285739682,120001A
14-Mar-2000 15:00:00,1.280885866,120001A
14-Mar-2000 16:00:00,1.275866588,120001A
14-Mar-2000 17:00:00,1.270487604,120001A
14-Mar-2000 18:00:00,1.264900186,120001A
14-Mar-2000 19:00:00,1.259661334,120001A
14-Mar-2000 20:00:00,1.255471774,120001A
14-Mar-2000 21:00:00,1.253483403,120001A
14-Mar-2000 22:00:00,1.251549244,120001A
14-Mar-2000 23:00:00,1.249613072,120001A
15-Mar-2000 0:00:00,1.247189032,120001A
15-Mar-2000 1:00:00,1.244313898,120001A
15-Mar-2000 2:00:00,1.239438279,120001A
15-Mar-2000 3:00:00,1.234456805,120001A
15-Mar-2000 4:00:00,1.229461737,120001A
15-Mar-2000 5:00:00,1.225033308,120001A
15-Mar-2000 6:00:00,1.221214806,120001A
15-Mar-2000 7:00:00,1.218760566,120001A
15-Mar-2000 8:00:00,1.21630307,120001A
15-Mar-2000 9:00:00,1.213842274,120001A
15-Mar-2000 10:00:00,1.211384574,120001A
15-Mar-2000 11:00:00,1.209227792,120001A
15-Mar-2000 12:00:00,1.207344961,120001A
15-Mar-2000 13:00:00,1.205521178,120001A
15-Mar-2000 14:00:00,1.203695537,120001A
15-Mar-2000 15:00:00,1.201698653,120001A
15-Mar-2000 16:00:00,1.199306261,120001A
15-Mar-2000 17:00:00,1.196779642,120001A
15-Mar-2000 18:00:00,1.193943249,120001A
15-Mar-2000 19:00:00,1.191597463,120001A
15-Mar-2000 20:00:00,1.188223145,120001A
15-Mar-2000 21:00:00,1.184842287,120001A
15-Mar-2000 22:00:00,1.181466434,120001A
15-Mar-2000 23:00:00,1.177428573,120001A
16-Mar-2000 0:00:00,1.174340168,120001A
