time,SSCxs_mg_per_liter,SSCpt_mg_per_liter,Site_number
04-Mar-2000 09:00:00,575.166443739763,661.727003062226,120001A
04-Mar-2000 10:00:00,566.28961430309,651.234021704053,120001A
04-Mar-2000 11:00:00,568.551687439538,653.175561959555,120001A
04-Mar-2000 12:00:00,567.649294539232,651.740422689122,120001A
04-Mar-2000 13:00:00,562.306626493934,645.328697013931,120001A
04-Mar-2000 14:00:00,561.79515409173,644.286907449648,120001A
04-Mar-2000 15:00:00,559.124583101128,640.88894935807,120001A
04-Mar-2000 16:00:00,554.161814957697,634.887712337342,120001A
04-Mar-2000 17:00:00,553.696819045032,633.892194651675,120001A
04-Mar-2000 18:00:00,551.375482414988,630.883871837875,120001A
04-Mar-2000 19:00:00,547.236610072131,625.823764319514,120001A
04-Mar-2000 20:00:00,544.100240437234,621.836837953068,120001A
04-Mar-2000 21:00:00,544.203347111889,621.499266494076,120001A
04-Mar-2000 22:00:00,540.03626626362,616.450612792013,120001A
04-Mar-2000 23:00:00,537.146797169158,612.775901604227,120001A
05-Mar-2000 00:00:00,534.822832866786,609.730625390991,120001A
05-Mar-2000 01:00:00,532.926733834176,607.180930727279,120001A
05-Mar-2000 02:00:00,531.021735896375,604.646378407595,120001A
05-Mar-2000 03:00:00,527.564451539043,600.38171795311,120001A
05-Mar-2000 04:00:00,524.925194244909,597.001965803452,120001A
05-Mar-2000 05:00:00,521.469771162892,592.705779206815,120001A
05-Mar-2000 06:00:00,518.598027751753,589.035756638846,120001A
05-Mar-2000 07:00:00,516.155999927465,585.845880534632,120001A
05-Mar-2000 08:00:00,514.594483855354,583.658556810796,120001A
05-Mar-2000 09:00:00,509.755986116317,577.8313507861,120001A
05-Mar-2000 10:00:00,501.687828310985,568.299526893708,120001A
05-Mar-2000 11:00:00,501.761151681268,567.724163396308,120001A
05-Mar-2000 12:00:00,500.225835154969,565.496445381998,120001A
05-Mar-2000 13:00:00,495.94905129951,560.256596882863,120001A
05-Mar-2000 14:00:00,491.582512040277,554.864635601136,120001A
05-Mar-2000 15:00:00,488.076869834414,550.399283651398,120001A
05-Mar-2000 16:00:00,485.426877936757,546.8873881186,120001A
05-Mar-2000 17:00:00,483.899130703466,544.657978485894,120001A
05-Mar-2000 18:00:00,480.496415492779,540.39829355768,120001A
05-Mar-2000 19:00:00,476.442897892575,535.39935557068,120001A
05-Mar-2000 20:00:00,473.570852665645,531.679152273103,120001A
05-Mar-2000 21:00:00,474.113062139939,531.776815464092,120001A
05-Mar-2000 22:00:00,468.320577659355,524.956492769013,120001A
05-Mar-2000 23:00:00,468.403586483601,524.546626941593,120001A
06-Mar-2000 00:00:00,465.421266896181,520.850904156508,120001A
06-Mar-2000 01:00:00,461.23251184104,515.789686346872,120001A
06-Mar-2000 02:00:00,458.611032371451,512.405847641522,120001A
06-Mar-2000 03:00:00,454.996289605675,507.929422536231,120001A
06-Mar-2000 04:00:00,452.231324376651,504.371396880065,120001A
06-Mar-2000 05:00:00,447.523674424908,498.671042125478,120001A
06-Mar-2000 06:00:00,444.643338828382,494.928197144902,120001A
06-Mar-2000 07:00:00,442.466768179775,491.983021168759,120001A
06-Mar-2000 08:00:00,442.841130482829,491.908110840576,120001A
06-Mar-2000 09:00:00,437.403243048424,485.537941767188,120001A
06-Mar-2000 10:00:00,432.276402998252,479.384733188805,120001A
06-Mar-2000 11:00:00,428.042452715171,474.133361032423,120001A
06-Mar-2000 12:00:00,427.025928649443,472.408263454461,120001A
06-Mar-2000 13:00:00,419.891503203789,464.04613836879,120001A
06-Mar-2000 14:00:00,419.241102995523,462.658949384371,120001A
06-Mar-2000 15:00:00,416.595747610753,459.218274066186,120001A
06-Mar-2000 16:00:00,413.839211843971,455.677123616229,120001A
06-Mar-2000 17:00:00,412.448772214,453.647895964513,120001A
06-Mar-2000 18:00:00,407.836591507345,448.151046763031,120001A
06-Mar-2000 19:00:00,405.003532211312,444.525340323989,120001A
06-Mar-2000 20:00:00,405.018784379409,444.029761834595,120001A
06-Mar-2000 21:00:00,401.324743567403,439.598769431845,120001A
06-Mar-2000 22:00:00,397.255893931205,434.703278412713,120001A
06-Mar-2000 23:00:00,395.935853514606,432.752366574454,120001A
07-Mar-2000 00:00:00,391.982395572735,427.994573213751,120001A
07-Mar-2000 01:00:00,388.926606215244,424.160632335689,120001A
07-Mar-2000 02:00:00,387.441493559753,422.035169506938,120001A
07-Mar-2000 03:00:00,385.973310611929,419.989743812216,120001A
07-Mar-2000 04:00:00,383.675952669026,417.089132082361,120001A
07-Mar-2000 05:00:00,380.799603611597,413.562187584911,120001A
07-Mar-2000 06:00:00,376.808492825355,408.798586321968,120001A
07-Mar-2000 07:00:00,377.649158963168,409.215472533297,120001A
07-Mar-2000 08:00:00,377.169779837044,408.361722959229,120001A
07-Mar-2000 09:00:00,368.957004486957,399.182929682639,120001A
07-Mar-2000 10:00:00,364.159258178074,393.414929314289,120001A
07-Mar-2000 11:00:00,363.320667479051,391.864485168295,120001A
07-Mar-2000 12:00:00,360.692466784534,388.504730593546,120001A
07-Mar-2000 13:00:00,358.533209793167,385.664044341777,120001A
07-Mar-2000 14:00:00,357.120661382224,383.661512792657,120001A
07-Mar-2000 15:00:00,355.175004885799,381.141951451804,120001A
07-Mar-2000 16:00:00,352.453970109976,377.804795585891,120001A
07-Mar-2000 17:00:00,350.352911275511,375.113630158527,120001A
07-Mar-2000 18:00:00,348.08903143167,372.261044227958,120001A
07-Mar-2000 19:00:00,344.762612014424,368.26778375773,120001A
07-Mar-2000 20:00:00,340.069988630235,362.760279186298,120001A
07-Mar-2000 21:00:00,339.171318684514,361.223659817324,120001A
07-Mar-2000 22:00:00,338.549832755133,360.087809879543,120001A
07-Mar-2000 23:00:00,336.548337308233,357.566432410455,120001A
08-Mar-2000 00:00:00,334.50745077609,355.005016645616,120001A
08-Mar-2000 01:00:00,332.454017306732,352.429117778654,120001A
08-Mar-2000 02:00:00,330.547155124939,350.008509953625,120001A
08-Mar-2000 03:00:00,328.696721345712,347.655440035813,120001A
08-Mar-2000 04:00:00,326.376200041929,344.808234993588,120001A
08-Mar-2000 05:00:00,325.935041258637,343.945590810629,120001A
08-Mar-2000 06:00:00,322.900530647493,340.40273466607,120001A
08-Mar-2000 07:00:00,320.662505970161,337.636878524932,120001A
08-Mar-2000 08:00:00,319.2810661673,335.769404077681,120001A
08-Mar-2000 09:00:00,317.363093658725,333.366902020153,120001A
08-Mar-2000 10:00:00,314.877281103661,330.36021634662,120001A
08-Mar-2000 11:00:00,312.4870825878,327.424293439459,120001A
08-Mar-2000 12:00:00,308.895340724143,323.198648917997,120001A
08-Mar-2000 13:00:00,307.443085233535,321.161498855882,120001A
08-Mar-2000 14:00:00,306.364935623384,319.575632799681,120001A
08-Mar-2000 15:00:00,304.458732400133,317.176709988266,120001A
08-Mar-2000 16:00:00,301.408957659512,313.572320484929,120001A
08-Mar-2000 17:00:00,299.191726563928,310.784793370331,120001A
08-Mar-2000 18:00:00,298.441869754305,309.542062782966,120001A
08-Mar-2000 19:00:00,297.64966795657,308.33494922404,120001A
08-Mar-2000 20:00:00,295.764673232124,306.035682480022,120001A
08-Mar-2000 21:00:00,294.421976345333,304.286393640486,120001A
08-Mar-2000 22:00:00,292.924413481647,302.390719643589,120001A
08-Mar-2000 23:00:00,291.31307224819,300.378766121914,120001A
09-Mar-2000 00:00:00,289.850611329301,298.518115561477,120001A
09-Mar-2000 01:00:00,288.409552272871,296.685016498416,120001A
09-Mar-2000 02:00:00,286.563393355901,294.433180329858,120001A
09-Mar-2000 03:00:00,284.768405696649,292.214767801602,120001A
09-Mar-2000 04:00:00,283.094248652144,290.110490738126,120001A
09-Mar-2000 05:00:00,281.414491042675,287.999048453259,120001A
09-Mar-2000 06:00:00,279.684671803604,285.833580385847,120001A
09-Mar-2000 07:00:00,278.131593196159,283.847316477012,120001A
09-Mar-2000 08:00:00,276.824716965844,282.124819863188,120001A
09-Mar-2000 09:00:00,275.26302941131,280.157096931377,120001A
09-Mar-2000 10:00:00,273.635973642736,278.11978641836,120001A
09-Mar-2000 11:00:00,271.71347556134,275.771325612238,120001A
09-Mar-2000 12:00:00,270.079658539444,273.699501479653,120001A
09-Mar-2000 13:00:00,268.534794283,271.720921962992,120001A
09-Mar-2000 14:00:00,267.935712888432,270.728036948017,120001A
09-Mar-2000 15:00:00,266.901523066018,269.349346480848,120001A
09-Mar-2000 16:00:00,264.230480464771,266.298272426512,120001A
09-Mar-2000 17:00:00,263.831240066903,265.500130223497,120001A
09-Mar-2000 18:00:00,262.991543461647,264.328240656761,120001A
09-Mar-2000 19:00:00,261.813384132409,262.836471065044,120001A
09-Mar-2000 20:00:00,260.139881800779,260.833822725428,120001A
09-Mar-2000 21:00:00,257.396841473743,257.697258247366,120001A
09-Mar-2000 22:00:00,257.958874110619,257.858398217088,120001A
09-Mar-2000 23:00:00,257.616520420749,257.246205839031,120001A
10-Mar-2000 00:00:00,255.997051171038,255.372803550728,120001A
10-Mar-2000 01:00:00,254.447200902539,253.51714028079,120001A
10-Mar-2000 02:00:00,253.645867328989,252.394471690375,120001A
10-Mar-2000 03:00:00,252.589877591653,251.03978208615,120001A
10-Mar-2000 04:00:00,251.004594073337,249.146123499741,120001A
10-Mar-2000 05:00:00,249.682735354714,247.482971166772,120001A
10-Mar-2000 06:00:00,248.012239962896,245.456775693846,120001A
10-Mar-2000 07:00:00,246.219005790935,243.275345763784,120001A
10-Mar-2000 08:00:00,245.051722215511,241.696950379975,120001A
10-Mar-2000 09:00:00,244.760347438153,241.034542423441,120001A
10-Mar-2000 10:00:00,243.217017264669,239.180148825034,120001A
10-Mar-2000 11:00:00,240.229810665922,235.81950391184,120001A
10-Mar-2000 12:00:00,238.629037220107,233.732365833376,120001A
10-Mar-2000 13:00:00,238.636731794861,233.280630338265,120001A
10-Mar-2000 14:00:00,237.715641619653,232.018610789099,120001A
10-Mar-2000 15:00:00,236.589213380763,230.570352456486,120001A
10-Mar-2000 16:00:00,235.751132974711,229.408913550841,120001A
10-Mar-2000 17:00:00,235.65316904356,229.017489036225,120001A
10-Mar-2000 18:00:00,234.935596010729,228.076684041121,120001A
10-Mar-2000 19:00:00,233.869633263784,226.787689148728,120001A
10-Mar-2000 20:00:00,232.925603943638,225.59194833649,120001A
10-Mar-2000 21:00:00,231.721714834206,224.124941473248,120001A
10-Mar-2000 22:00:00,230.144417601135,222.253912361547,120001A
10-Mar-2000 23:00:00,229.001283371406,220.766119282396,120001A
11-Mar-2000 00:00:00,227.962168704464,219.379270887537,120001A
11-Mar-2000 01:00:00,226.346481718945,217.422627983895,120001A
11-Mar-2000 02:00:00,225.872256256864,216.563404257182,120001A
11-Mar-2000 03:00:00,225.636276529915,216.009915518255,120001A
11-Mar-2000 04:00:00,224.833468405832,214.959807726753,120001A
11-Mar-2000 05:00:00,223.892235544636,213.770302029811,120001A
11-Mar-2000 06:00:00,222.971071136824,212.582058058248,120001A
11-Mar-2000 07:00:00,222.100894109903,211.436962798053,120001A
11-Mar-2000 08:00:00,221.228789215742,210.289297066217,120001A
11-Mar-2000 09:00:00,219.973184485097,208.755674259358,120001A
11-Mar-2000 10:00:00,216.688178472466,205.157309525574,120001A
11-Mar-2000 11:00:00,214.613582621119,202.542415943968,120001A
11-Mar-2000 12:00:00,212.797761260827,200.132001279093,120001A
11-Mar-2000 13:00:00,211.026546817008,197.75445857864,120001A
11-Mar-2000 14:00:00,209.902942761765,196.011101647364,120001A
11-Mar-2000 15:00:00,209.001126041084,194.541819347732,120001A
11-Mar-2000 16:00:00,208.098518453571,193.142213638504,120001A
11-Mar-2000 17:00:00,209.900784756129,194.362100320565,120001A
11-Mar-2000 18:00:00,209.751301318675,194.057125145196,120001A
11-Mar-2000 19:00:00,207.069247604146,191.345510705803,120001A
11-Mar-2000 20:00:00,206.49006809204,190.418802712493,120001A
11-Mar-2000 21:00:00,206.018613489667,189.629723756179,120001A
11-Mar-2000 22:00:00,205.337744817918,188.673669016917,120001A
11-Mar-2000 23:00:00,206.625772971033,189.629821531077,120001A
12-Mar-2000 00:00:00,206.43978043017,189.382776468508,120001A
12-Mar-2000 01:00:00,205.589407003423,188.41447572734,120001A
12-Mar-2000 02:00:00,205.101491059465,187.735749835021,120001A
12-Mar-2000 03:00:00,204.612961361925,187.051666569263,120001A
12-Mar-2000 04:00:00,203.987929451479,186.219773037434,120001A
12-Mar-2000 05:00:00,202.424025275321,184.567743099203,120001A
12-Mar-2000 06:00:00,201.391786007654,183.275051974065,120001A
12-Mar-2000 07:00:00,200.255184068481,181.824475638812,120001A
12-Mar-2000 08:00:00,199.3596017863,180.558612359087,120001A
12-Mar-2000 09:00:00,198.461781484483,179.28955572035,120001A
12-Mar-2000 10:00:00,197.561858424687,178.003676089986,120001A
12-Mar-2000 11:00:00,195.954884768751,176.021811549338,120001A
12-Mar-2000 12:00:00,190.087340788474,169.781656431122,120001A
12-Mar-2000 13:00:00,192.829922583443,171.194001286438,120001A
12-Mar-2000 14:00:00,192.06133239597,169.96291514436,120001A
12-Mar-2000 15:00:00,189.519934764225,167.036662570445,120001A
12-Mar-2000 16:00:00,185.066139305588,161.956876823331,120001A
12-Mar-2000 17:00:00,184.72699763267,160.293617592111,120001A
12-Mar-2000 18:00:00,185.095843491544,159.608884534847,120001A
12-Mar-2000 19:00:00,183.988377761394,157.859065326841,120001A
12-Mar-2000 20:00:00,182.59961445193,155.794778733733,120001A
12-Mar-2000 21:00:00,181.31714088431,153.748525841854,120001A
12-Mar-2000 22:00:00,180.518988396072,152.091961387997,120001A
12-Mar-2000 23:00:00,180.81520730968,151.572949638969,120001A
13-Mar-2000 00:00:00,178.917358729524,149.209969894324,120001A
13-Mar-2000 01:00:00,176.513158386946,146.016647287479,120001A
13-Mar-2000 02:00:00,176.077620273222,144.290629667801,120001A
13-Mar-2000 03:00:00,175.975035792477,143.139344492102,120001A
13-Mar-2000 04:00:00,175.151654911477,NaN,120001A
13-Mar-2000 05:00:00,174.32620534178,NaN,120001A
13-Mar-2000 06:00:00,173.528044035757,NaN,120001A
13-Mar-2000 07:00:00,172.803198581755,NaN,120001A
13-Mar-2000 08:00:00,172.044620972567,NaN,120001A
13-Mar-2000 09:00:00,171.287452100173,NaN,120001A
13-Mar-2000 10:00:00,170.510848258726,NaN,120001A
13-Mar-2000 11:00:00,169.732358870707,NaN,120001A
13-Mar-2000 12:00:00,168.951967004948,NaN,120001A
13-Mar-2000 13:00:00,168.169655459417,NaN,120001A
13-Mar-2000 14:00:00,167.385406754961,NaN,120001A
13-Mar-2000 15:00:00,165.67350455426,NaN,120001A
13-Mar-2000 16:00:00,161.921438001172,NaN,120001A
13-Mar-2000 17:00:00,164.32239192205,NaN,120001A
13-Mar-2000 18:00:00,163.174527604673,NaN,120001A
13-Mar-2000 19:00:00,160.412125360928,NaN,120001A
13-Mar-2000 20:00:00,160.565562990018,NaN,120001A
13-Mar-2000 21:00:00,162.504726750873,NaN,120001A
13-Mar-2000 22:00:00,162.141067248779,NaN,120001A
13-Mar-2000 23:00:00,159.668735987624,NaN,120001A
14-Mar-2000 00:00:00,158.644401338171,NaN,120001A
14-Mar-2000 01:00:00,157.728471763071,NaN,120001A
14-Mar-2000 02:00:00,157.038573838123,NaN,120001A
14-Mar-2000 03:00:00,156.613832314664,NaN,120001A
14-Mar-2000 04:00:00,155.912777239124,NaN,120001A
14-Mar-2000 05:00:00,155.20382954814,NaN,120001A
14-Mar-2000 06:00:00,154.608929825804,NaN,120001A
14-Mar-2000 07:00:00,154.050560659,NaN,120001A
14-Mar-2000 08:00:00,153.432288772455,NaN,120001A
14-Mar-2000 09:00:00,152.819092427618,NaN,120001A
14-Mar-2000 10:00:00,152.191406284314,NaN,120001A
14-Mar-2000 11:00:00,151.562396579253,NaN,120001A
14-Mar-2000 12:00:00,150.932072861869,NaN,120001A
14-Mar-2000 13:00:00,150.300257186124,NaN,120001A
14-Mar-2000 14:00:00,149.667084324228,NaN,120001A
14-Mar-2000 15:00:00,149.032563474578,NaN,120001A
14-Mar-2000 16:00:00,148.260044706095,NaN,120001A
14-Mar-2000 17:00:00,147.440526049173,NaN,120001A
14-Mar-2000 18:00:00,146.710623239461,NaN,120001A
14-Mar-2000 19:00:00,146.301236951174,NaN,120001A
14-Mar-2000 20:00:00,147.005661021876,NaN,120001A
14-Mar-2000 21:00:00,146.780972749006,NaN,120001A
14-Mar-2000 22:00:00,146.529065274661,NaN,120001A
14-Mar-2000 23:00:00,146.27692940361,NaN,120001A
15-Mar-2000 00:00:00,145.849561373117,NaN,120001A
15-Mar-2000 01:00:00,144.31179417159,NaN,120001A
15-Mar-2000 02:00:00,143.62019251655,NaN,120001A
15-Mar-2000 03:00:00,142.970891761723,NaN,120001A
15-Mar-2000 04:00:00,142.32015091037,NaN,120001A
15-Mar-2000 05:00:00,142.168470410316,NaN,120001A
15-Mar-2000 06:00:00,142.502520181142,NaN,120001A
15-Mar-2000 07:00:00,142.183548527043,NaN,120001A
15-Mar-2000 08:00:00,141.864264322164,NaN,120001A
15-Mar-2000 09:00:00,141.544580993701,NaN,120001A
15-Mar-2000 10:00:00,141.226816962327,NaN,120001A
15-Mar-2000 11:00:00,141.01488597845,NaN,120001A
15-Mar-2000 12:00:00,140.807468792111,NaN,120001A
15-Mar-2000 13:00:00,140.570723576275,NaN,120001A
15-Mar-2000 14:00:00,140.333768863325,NaN,120001A
15-Mar-2000 15:00:00,140.036519334753,NaN,120001A
15-Mar-2000 16:00:00,139.651812485979,NaN,120001A
15-Mar-2000 17:00:00,139.322086074374,NaN,120001A
15-Mar-2000 18:00:00,138.886190216864,NaN,120001A
15-Mar-2000 19:00:00,137.962550402983,NaN,120001A
15-Mar-2000 20:00:00,137.524575550216,NaN,120001A
15-Mar-2000 21:00:00,137.085806686246,NaN,120001A
15-Mar-2000 22:00:00,136.656066978805,NaN,120001A
15-Mar-2000 23:00:00,136.734152106178,NaN,120001A
16-Mar-2000 00:00:00,136.325283535699,NaN,120001A
