time,SSCxs_mg_per_liter,SSCpt_mg_per_liter,Site_number
23-Feb-2000 03:00:00,713.882455672972,834.807243767815,120001A
23-Feb-2000 04:00:00,715.919138427825,838.350094592243,120001A
23-Feb-2000 05:00:00,722.826843139321,847.316301597804,120001A
23-Feb-2000 06:00:00,736.786164603708,864.444622689483,120001A
23-Feb-2000 07:00:00,754.311556288737,885.967166823189,120001A
23-Feb-2000 08:00:00,761.872949987073,896.310173871333,120001A
23-Feb-2000 09:00:00,765.104449982612,901.535749739306,120001A
23-Feb-2000 10:00:00,758.297028882776,894.899394272465,120001A
23-Feb-2000 11:00:00,739.83260391367,874.267455194422,120001A
23-Feb-2000 12:00:00,731.246679315403,864.318447647571,120001A
23-Feb-2000 13:00:00,729.542752426028,862.080280918369,120001A
23-Feb-2000 14:00:00,732.610289849982,865.285532796568,120001A
23-Feb-2000 15:00:00,734.750217567622,867.673174346091,120001A
23-Feb-2000 16:00:00,735.645873279985,868.730893167458,120001A
23-Feb-2000 17:00:00,751.248006160046,886.853033203328,120001A
